Input,Answer,Confidence,All answers,Answer_3_classes,ChatGPT-4 5 classes,ChatGPT-4 3 classes,Model_agreement_with_human,model_agreement_with_human_3_classes,ChatGPT-3.5 5 classes,ChatGPT-3.5 3 classes,LLaMA 5 classes,LLaMA 3 classes,LLaMA 70B 5 classes,LLaMA 70B 3 classes,deberta-v3-large-nli_3_classes,Model_agreement_with_human_gpt3.5_turbo,model_agreement_with_human_3_classes_gpt3.5_turbo,Model_agreement_with_human_LLaMA_8B,Model_agreement_with_human_3_classes_LLaMA_8B,Model_agreement_with_human_LLaMA_70B,Model_agreement_with_human_3_classes_LLaMA_70B,Model_agreement_with_human_3_classes_deberta_nli,human_human_agreement,human_crowd_wisdom_agreement,chatgpt4_crowd_wisdom_agreement,chatgpt3_5_crowd_wisdom_agreement,llama_8b_crowd_wisdom_agreement,llama_70b_crowd_wisdom_agreement,chatgpt4_individuals_agreement,chatgpt3_5_individuals_agreement,llama_8b_individuals_agreement,llama_70b_individuals_agreement,Annotator_explanations,Explanations,Who_explained,NLI_ChatGPT4_turbo,Avg_synthetic_agreement,LLaMA 8B 5 runs,LLaMA 70B 5 runs,Llama 8B majority,Llama 70B majority,ChatGPT-3.5 5 runs,ChatGPT-4 5 runs,ChatGPT-3.5 majority,ChatGPT-4 majority,Llama 8B majority 3 class,Llama 70B majority 3 class,ChatGPT-3.5 majority 3 class,ChatGPT-4 majority 3 class,bart_NLI,ChatGPT-4 Confidence,ChatGPT-3.5 Confidence,LLaMA 8B Confidence,LLaMA 70B Confidence
"Text 1: The use of local public transport should be free of charge.

Text 2: We are planning to massively expand tram lines beyond the city center.",Unrelated,40.0,"['Unrelated', 'Consistent', 'Consistent', 'Indirect inconsistency', 'Unrelated']",Unrelated,Consistent,Consistent,0.4,0.4,Factual inconsistency,Inconsistent,Consistent,Consistent,Consistent,Consistent,Consistent,0.0,0.2,0.4,0.4,0.4,0.4,0.4,0.2,0.0,0.4,0.0,0.4,0.4,0.4,0.0,0.4,0.4,0,"['Even though tram is another type of public transport, they are touching two different topics. Is good to have more options of public transportation but has nothing to do with the fact that it should be free of charge. The only connection between both arguments is that the tram is a part of the public transportation.']",['v1'],Unrelated,0.5,"['Consistent', 'Consistent', 'Consistent', 'Consistent', 'Consistent']","['Consistent', 'Consistent', 'Consistent', 'Consistent', 'Consistent']",Consistent,Consistent,"['Factual inconsistency', 'Factual inconsistency', 'Factual inconsistency', 'Factual inconsistency', 'Surface contradiction']","['Consistent', 'Consistent', 'Consistent', 'Consistent', 'Consistent']",Factual inconsistency,Consistent,Consistent,Consistent,Inconsistent,Consistent,Inconsistent,100,80,100,100
"Text 1: The Nord Stream 2 pipeline should be allowed to operate as planned to provide Germany with sufficient gas supplies from Russia.

Text 2: Chinese companies should not be allowed to take contracts for expanding communication infrastructure in Germany.",Unrelated,60.0,"['Unrelated', 'Unrelated', 'Factual inconsistency', 'Unrelated', 'Indirect inconsistency']",Unrelated,Unrelated,Unrelated,0.6,0.6,Surface contradiction,Inconsistent,Indirect inconsistency,Inconsistent,Unrelated,Unrelated,Inconsistent,0.0,0.4,0.2,0.4,0.6,0.6,0.4,0.3,0.6,1.0,0.0,0.0,1.0,0.6,0.0,0.2,0.6,0,0,0,Unrelated,0.9,"['Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency']","['Unrelated', 'Unrelated', 'Unrelated', 'Unrelated', 'Unrelated']",Indirect inconsistency,Unrelated,"['Surface contradiction', 'Factual inconsistency', 'Indirect inconsistency', 'Indirect inconsistency', 'Factual inconsistency']","['Unrelated', 'Unrelated', 'Unrelated', 'Unrelated', 'Unrelated']",Indirect inconsistency,Unrelated,Inconsistent,Unrelated,Inconsistent,Unrelated,Inconsistent,100,40,100,100
"Text 1: Targeted rehabilitation programs are needed instead of a general relaxation of drug policy.

Text 2: Medically supervised drug consumption rooms should be established.",Consistent,60.0,"['Indirect inconsistency', 'Indirect inconsistency', 'Consistent', 'Consistent', 'Consistent']",Consistent,Consistent,Consistent,0.6,0.6,Indirect inconsistency,Consistent,Indirect inconsistency,Consistent,Indirect inconsistency,Inconsistent,Inconsistent,0.4,0.6,0.4,0.6,0.4,0.4,0.4,0.4,0.0,0.4,0.6,0.6,0.6,0.6,0.4,0.4,0.4,0,0,0,Unrelated,0.7,"['Indirect inconsistency', 'Consistent', 'Consistent', 'Consistent', 'Consistent']","['Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency']",Consistent,Indirect inconsistency,"['Indirect inconsistency', 'Indirect inconsistency', 'Factual inconsistency', 'Indirect inconsistency', 'Factual inconsistency']","['Consistent', 'Consistent', 'Consistent', 'Consistent', 'Consistent']",Indirect inconsistency,Consistent,Consistent,Inconsistent,Inconsistent,Consistent,Inconsistent,100,60,80,100
"Text 1: Regulating cryptocurrency will stifle innovation and growth.

Text 2: AI should be regulated to ensure ethical use.",Unrelated,80.0,"['Unrelated', 'Unrelated', 'Unrelated', 'Unrelated', 'Factual inconsistency']",Unrelated,Unrelated,Unrelated,0.8,0.8,Indirect inconsistency,Inconsistent,Indirect inconsistency,Consistent,Indirect inconsistency,Inconsistent,Inconsistent,0.0,0.2,0.0,0.0,0.0,0.2,0.2,0.6,0.8,1.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0,0,0,Unrelated,1.0,"['Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency']","['Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency']",Indirect inconsistency,Indirect inconsistency,"['Indirect inconsistency', 'Surface contradiction', 'Indirect inconsistency', 'Indirect inconsistency', 'Surface contradiction']","['Unrelated', 'Unrelated', 'Unrelated', 'Unrelated', 'Unrelated']",Indirect inconsistency,Unrelated,Inconsistent,Inconsistent,Inconsistent,Unrelated,Inconsistent,100,60,100,100
"Text 1: The approval of new cars with internal combustion engines should still be possible.

Text 2: The government-mandated price for CO2 emissions from heating and driving should rise more than planned.",Indirect inconsistency,40.0,"['Indirect inconsistency', 'Unrelated', 'Surface contradiction', 'Indirect inconsistency', 'Consistent']",Inconsistent,Indirect inconsistency,Consistent,0.4,0.2,Surface contradiction,Inconsistent,Factual inconsistency,Inconsistent,Indirect inconsistency,Inconsistent,Inconsistent,0.2,0.6,0.0,0.6,0.4,0.6,0.6,0.1,0.2,0.8,0.0,0.0,0.8,0.4,0.2,0.0,0.4,0,"['Text 1 and text 2 are indirectly inconsistent, since they imply opposing actions: one encourages continued use of high-emission vehicles, while the other seeks to impose a financial disincentive for emitting CO2. However, although these suggestions go in opposite directions, these two policies could still be implemented simultaneously, which is why this is not a factual inconsistency.  ']",['v7'],Unrelated,0.6,"['Factual inconsistency', 'Consistent', 'Consistent', 'Consistent', 'Consistent']","['Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency']",Consistent,Indirect inconsistency,"['Surface contradiction', 'Surface contradiction', 'Factual inconsistency', 'Surface contradiction', 'Factual inconsistency']","['Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency']",Surface contradiction,Indirect inconsistency,Consistent,Inconsistent,Inconsistent,Inconsistent,Inconsistent,100,60,80,100
"Text 1: Only through the current sanctions can the aggressor be shown appropriate boundaries.

Text 2: We advocate for the easing of sanctions against Russia.",Surface contradiction,80.0,"['Surface contradiction', 'Surface contradiction', 'Surface contradiction', 'Factual inconsistency', 'Surface contradiction']",Inconsistent,Surface contradiction,Inconsistent,0.8,1.0,Surface contradiction,Inconsistent,Surface contradiction,Inconsistent,Surface contradiction,Inconsistent,Inconsistent,0.8,1.0,0.8,1.0,0.8,1.0,1.0,0.6,0.8,1.0,1.0,1.0,1.0,0.8,0.8,0.8,0.8,0,"[""Easing sanctions agains Russia directly undermines the claim made in text one, because it would show the aggressor we don't set boundaries to their actions. Which directly makes it inconsistent with each other and can not coexist."", 'Saying tha only by the use of sanctions can Russia be brought into line and then advocating for the removal of sanctions is a surface contradiction']","['v1', 'v2']",Contradiction,1.0,"['Surface contradiction', 'Factual inconsistency', 'Factual inconsistency', 'Factual inconsistency', 'Factual inconsistency']","['Surface contradiction', 'Surface contradiction', 'Surface contradiction', 'Surface contradiction', 'Surface contradiction']",Factual inconsistency,Surface contradiction,"['Surface contradiction', 'Surface contradiction', 'Surface contradiction', 'Surface contradiction', 'Surface contradiction']","['Surface contradiction', 'Surface contradiction', 'Surface contradiction', 'Surface contradiction', 'Surface contradiction']",Surface contradiction,Surface contradiction,Inconsistent,Inconsistent,Inconsistent,Inconsistent,Inconsistent,100,100,80,100
"Text 1: Free admission reduces funding for preserving historical artifacts.

Text 2: Museums should be accessible to all.",Indirect inconsistency,60.0,"['Indirect inconsistency', 'Indirect inconsistency', 'Surface contradiction', 'Indirect inconsistency', 'Factual inconsistency']",Inconsistent,Indirect inconsistency,Inconsistent,0.6,1.0,Factual inconsistency,Inconsistent,Indirect inconsistency,Consistent,Indirect inconsistency,Inconsistent,Inconsistent,0.2,1.0,0.6,0.0,0.6,1.0,1.0,0.3,0.6,1.0,0.0,1.0,1.0,0.6,0.2,0.6,0.6,0,0,0,Unrelated,0.9,"['Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency']","['Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency']",Indirect inconsistency,Indirect inconsistency,"['Factual inconsistency', 'Surface contradiction', 'Factual inconsistency', 'Factual inconsistency', 'Factual inconsistency']","['Unrelated', 'Unrelated', 'Indirect inconsistency', 'Unrelated', 'Unrelated']",Factual inconsistency,Unrelated,Inconsistent,Inconsistent,Inconsistent,Unrelated,Inconsistent,80,80,100,100
"Text 1: Asylum should be granted only to politically persecuted individuals.

Text 2: Freedom of movement is a fundamental human right.",Surface contradiction,40.0,"['Unrelated', 'Surface contradiction', 'Indirect inconsistency', 'Indirect inconsistency', 'Surface contradiction']",Inconsistent,Indirect inconsistency,Inconsistent,0.4,0.8,Indirect inconsistency,Inconsistent,Consistent,Unrelated,Indirect inconsistency,Inconsistent,Inconsistent,0.4,0.8,0.0,0.2,0.4,0.8,0.8,0.2,0.0,0.4,0.4,0.0,0.4,0.4,0.4,0.0,0.4,0,0,0,Unrelated,0.3,"['Consistent', 'Unrelated', 'Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency']","['Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency']",Indirect inconsistency,Indirect inconsistency,"['Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency']","['Indirect inconsistency', 'Unrelated', 'Indirect inconsistency', 'Unrelated', 'Unrelated']",Indirect inconsistency,Unrelated,Inconsistent,Inconsistent,Inconsistent,Unrelated,Inconsistent,60,100,60,100
"Text 1: We reject the idea of establishing drug consumption rooms.

Text 2: Death from drug overdose is a significant problem we need to address.",Indirect inconsistency,60.0,"['Indirect inconsistency', 'Indirect inconsistency', 'Factual inconsistency', 'Indirect inconsistency', 'Factual inconsistency']",Inconsistent,Indirect inconsistency,Consistent,0.6,0.0,Factual inconsistency,Inconsistent,Unrelated,Inconsistent,Indirect inconsistency,Inconsistent,Inconsistent,0.4,1.0,0.0,1.0,0.6,1.0,1.0,0.4,0.6,1.0,0.0,0.0,1.0,0.6,0.4,0.0,0.6,0,0,0,Unrelated,0.7,"['Unrelated', 'Unrelated', 'Factual inconsistency', 'Factual inconsistency', 'Factual inconsistency']","['Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency']",Factual inconsistency,Indirect inconsistency,"['Factual inconsistency', 'Factual inconsistency', 'Indirect inconsistency', 'Indirect inconsistency', 'Factual inconsistency']","['Unrelated', 'Indirect inconsistency', 'Unrelated', 'Unrelated', 'Unrelated']",Factual inconsistency,Unrelated,Inconsistent,Inconsistent,Inconsistent,Unrelated,Inconsistent,80,60,60,100
"Text 1: We advocate for granting 16-year-olds the right to vote in elections.

Text 2: We believe that individuals under 18 lack the maturity to make informed decisions in any civic matters.",Surface contradiction,100.0,"['Surface contradiction', 'Surface contradiction', 'Surface contradiction', 'Surface contradiction', 'Surface contradiction']",Inconsistent,Surface contradiction,Inconsistent,1.0,1.0,Surface contradiction,Inconsistent,Factual inconsistency,Inconsistent,Surface contradiction,Inconsistent,Inconsistent,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0,"['Well, I thought about it and decided that they are contradictions while they actually may be factual inconsistency. But, it was a close call and I was looking at specific wording.']",['v10'],Contradiction,1.0,"['Factual inconsistency', 'Indirect inconsistency', 'Factual inconsistency', 'Factual inconsistency', 'Factual inconsistency']","['Surface contradiction', 'Surface contradiction', 'Surface contradiction', 'Surface contradiction', 'Surface contradiction']",Factual inconsistency,Surface contradiction,"['Surface contradiction', 'Surface contradiction', 'Surface contradiction', 'Surface contradiction', 'Surface contradiction']","['Surface contradiction', 'Surface contradiction', 'Surface contradiction', 'Surface contradiction', 'Surface contradiction']",Surface contradiction,Surface contradiction,Inconsistent,Inconsistent,Inconsistent,Inconsistent,Inconsistent,100,100,80,100
"Text 1: In the European Union, every adult has to be an organ donor unless they have opted out.

Text 2: The conversion of rental apartments into condominiums has to be made more difficult.",Unrelated,100.0,"['Unrelated', 'Unrelated', 'Unrelated', 'Unrelated', 'Unrelated']",Unrelated,Unrelated,Unrelated,1.0,1.0,Factual inconsistency,Inconsistent,Unrelated,Inconsistent,Unrelated,Unrelated,Inconsistent,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0,"['We are talking about two completely different things here. One is about being compulsory organ donors and the other one about buildings and urban planning.', ""The mandatory organ donation text was unrelated to the second statement - I'm sorry I cant recall what it was but it was obvious to me at the time. "", 'Statement A is about organ donorship and statement B about housing policy.']","['v1', 'v2', 'v3']",Unrelated,1.0,"['Unrelated', 'Indirect inconsistency', 'Unrelated', 'Unrelated', 'Unrelated']","['Unrelated', 'Unrelated', 'Unrelated', 'Unrelated', 'Unrelated']",Unrelated,Unrelated,"['Factual inconsistency', 'Factual inconsistency', 'Factual inconsistency', 'Factual inconsistency', 'Factual inconsistency']","['Unrelated', 'Unrelated', 'Unrelated', 'Unrelated', 'Unrelated']",Factual inconsistency,Unrelated,Unrelated,Unrelated,Inconsistent,Unrelated,Consistent,100,100,80,100
"Text 1: Long-term unemployed individuals should be required to do community service.

Text 2: We will simplify access to unemployment benefits.",Indirect inconsistency,50.0,"['Consistent', 'Unrelated', 'Surface contradiction', 'Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency']",Inconsistent,Unrelated,Unrelated,0.1666666666666666,0.1666666666666666,Indirect inconsistency,Inconsistent,Unrelated,Unrelated,Indirect inconsistency,Inconsistent,Inconsistent,0.5,0.6666666666666666,0.1666666666666666,0.1666666666666666,0.5,0.6666666666666666,0.6666666666666666,0.2,0.5,0.0,1.0,0.0,1.0,0.1666666666666666,0.5,0.1666666666666666,0.5,0,0,0,Unrelated,0.5,"['Unrelated', 'Unrelated', 'Consistent', 'Consistent', 'Consistent']","['Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency']",Consistent,Indirect inconsistency,"['Indirect inconsistency', 'Factual inconsistency', 'Factual inconsistency', 'Factual inconsistency', 'Factual inconsistency']","['Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency']",Factual inconsistency,Indirect inconsistency,Consistent,Inconsistent,Inconsistent,Inconsistent,Consistent,100,80,60,100
"Text 1: The population must be protected from further fiscal burdens.

Text 2: We support the expansion of the airport to enhance regional connectivity.",Unrelated,60.0,"['Indirect inconsistency', 'Unrelated', 'Unrelated', 'Unrelated', 'Factual inconsistency']",Unrelated,Unrelated,Inconsistent,0.6,0.4,Factual inconsistency,Inconsistent,Unrelated,Unrelated,Unrelated,Unrelated,Inconsistent,0.2,0.4,0.6,0.6,0.6,0.6,0.4,0.3,0.6,1.0,0.0,1.0,1.0,0.6,0.2,0.6,0.6,0,['The statement about protecting the population from fiscal burdens can be true at the same time as proposing the expansion of the airport but one does not correlate directly with the other'],['v2'],Unrelated,0.7,"['Unrelated', 'Unrelated', 'Unrelated', 'Unrelated', 'Unrelated']","['Unrelated', 'Unrelated', 'Unrelated', 'Unrelated', 'Unrelated']",Unrelated,Unrelated,"['Factual inconsistency', 'Factual inconsistency', 'Factual inconsistency', 'Factual inconsistency', 'Factual inconsistency']","['Unrelated', 'Unrelated', 'Unrelated', 'Unrelated', 'Indirect inconsistency']",Factual inconsistency,Unrelated,Unrelated,Unrelated,Inconsistent,Unrelated,Consistent,80,100,100,100
"Text 1: We advocate for prioritizing human rights standards in all international economic agreements.

Text 2: We believe that addressing the mass immigration initiative should take precedence over bilateral agreements.",Unrelated,60.0,"['Indirect inconsistency', 'Unrelated', 'Unrelated', 'Consistent', 'Unrelated']",Unrelated,Unrelated,Unrelated,0.6,0.6,Indirect inconsistency,Inconsistent,Indirect inconsistency,Inconsistent,Indirect inconsistency,Unrelated,Inconsistent,0.2,0.2,0.2,0.2,0.2,0.6,0.2,0.3,0.6,1.0,0.0,0.0,0.0,0.6,0.2,0.2,0.2,0,0,0,Unrelated,0.7,"['Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency']","['Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency']",Indirect inconsistency,Indirect inconsistency,"['Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency']","['Indirect inconsistency', 'Unrelated', 'Unrelated', 'Unrelated', 'Consistent']",Indirect inconsistency,Unrelated,Inconsistent,Inconsistent,Inconsistent,Unrelated,Consistent,60,100,100,100
